User ID,Subscription Type,,Monthly Revenue,Join Date,Last Payment Date,Country,Age,Gender,Device,Plan Duration,,,,,,
610,Premium,,13,05-07-2022,29-06-2023,United States,28,Female,Tablet,1 Month,,623,,,,
611,Basic,,15,11-07-2022,28-06-2023,United States,29,Female,Smartphone,1 Month,,626,,,,
612,Premium,,11,17-07-2022,27-06-2023,Canada,36,Male,Smart TV,1 Month,,623,,,,
613,Standard,,12,27-07-2022,28-06-2023,United Kingdom,51,Male,Laptop,1 Month,,625,,,,
614,Basic,,15,14-08-2022,28-06-2023,Australia,51,Male,Smartphone,1 Month,,629,,,,
615,Standard,,13,15-08-2022,27-06-2023,Germany,43,Male,Smart TV,1 Month,,628,,,,
616,Premium,,14,02-09-2022,27-06-2023,France,38,Female,Laptop,1 Month,,630,,,,
617,Basic,,11,05-09-2022,28-06-2023,Brazil,45,Female,Smartphone,1 Month,,628,,,,
618,Standard,,10,06-09-2022,28-06-2023,Mexico,28,Female,Smart TV,1 Month,,628,,,,
619,Premium,,11,06-09-2022,29-06-2023,Spain,27,Male,Smartphone,1 Month,,630,,,,
620,Basic,,11,05-09-2022,27-06-2023,Italy,41,Female,Smartphone,1 Month,,631,,,,
621,Premium,,14,06-09-2022,29-06-2023,Spain,49,Male,Smart TV,1 Month,,635,,,,
622,Basic,,12,29-08-2022,28-06-2023,Spain,35,Male,Smartphone,1 Month,,634,,,,
623,Standard,,13,30-08-2022,28-06-2023,United States,29,Female,Smart TV,1 Month,,636,,,,
624,Standard,,10,02-09-2022,30-06-2023,Canada,42,Male,Smartphone,1 Month,,634,,,,
625,Basic,,15,20-09-2022,28-06-2023,United States,33,Male,Tablet,1 Month,,640,,,,
626,Premium,,10,23-09-2022,30-06-2023,United States,30,Male,Laptop,1 Month,,636,,,,
627,Basic,,11,29-09-2022,29-06-2023,Canada,43,Female,Smart TV,1 Month,,638,,,,
628,Standard,,10,09-10-2022,01-07-2023,United Kingdom,42,Male,Smartphone,1 Month,,638,,,,
629,Premium,,11,12-10-2022,29-06-2023,Australia,39,Male,Tablet,1 Month,,640,,,,
630,Basic,,15,06-10-2022,30-06-2023,Germany,32,Female,Smart TV,1 Month,,645,,,,
631,Premium,,14,21-09-2022,28-06-2023,France,31,Male,Smartphone,1 Month,,645,,,,
632,Basic,,13,23-09-2022,01-07-2023,Brazil,39,Male,Smartphone,1 Month,,645,,,,
633,Standard,,12,28-09-2022,29-06-2023,Mexico,41,Female,Smartphone,1 Month,,645,,,,
634,Standard,,12,29-09-2022,29-06-2023,Spain,51,Female,Smart TV,1 Month,,646,,,,
635,Basic,,13,03-10-2022,27-06-2023,Italy,29,Male,Laptop,1 Month,,648,,,,
636,Premium,,10,28-10-2022,01-07-2023,Spain,33,Female,Smart TV,1 Month,,646,,,,
637,Basic,,12,14-11-2022,29-06-2023,Spain,51,Female,Tablet,1 Month,,649,,,,
638,Standard,,11,16-11-2022,01-07-2023,United States,38,Male,Tablet,1 Month,,649,,,,
639,Premium,,10,17-11-2022,28-06-2023,Canada,37,Female,Laptop,1 Month,,649,,,,
640,Basic,,13,20-11-2022,30-06-2023,United States,50,Female,Laptop,1 Month,,653,,,,
641,Premium,,12,21-11-2022,29-06-2023,United States,33,Male,Tablet,1 Month,,653,,,,
642,Basic,,11,19-11-2022,01-07-2023,Canada,27,Male,Laptop,1 Month,,653,,,,
643,Standard,,11,28-10-2022,27-06-2023,United Kingdom,50,Female,Smartphone,1 Month,,654,,,,
644,Standard,,15,27-10-2022,29-06-2023,Australia,47,Female,Laptop,1 Month,,659,,,,
645,Basic,,13,27-10-2022,29-06-2023,Germany,41,Male,Laptop,1 Month,,658,,,,
646,Premium,,10,27-10-2022,30-06-2023,France,49,Female,Laptop,1 Month,,656,,,,
647,Basic,,15,25-10-2022,28-06-2023,Brazil,32,Male,Smart TV,1 Month,,662,,,,
648,Standard,,10,17-10-2022,28-06-2023,Mexico,38,Female,Smartphone,1 Month,,658,,,,
649,Premium,,14,20-08-2022,29-06-2023,Spain,38,Female,Smartphone,1 Month,,663,,,,
650,Basic,,15,16-08-2022,29-06-2023,Italy,28,Female,Smart TV,1 Month,,665,,,,
651,Premium,,13,15-08-2022,29-06-2023,Spain,31,Male,Tablet,1 Month,,664,,,,
652,Basic,,14,15-08-2022,29-06-2023,Spain,39,Female,Smartphone,1 Month,,666,,,,
653,Standard,,11,29-07-2022,29-06-2023,United States,28,Female,Smartphone,1 Month,,664,,,,
654,Standard,,12,17-07-2022,28-06-2023,Canada,30,Female,Smartphone,1 Month,,666,,,,
655,Basic,,11,26-07-2022,29-06-2023,United States,42,Male,Tablet,1 Month,,666,,,,
656,Premium,,14,31-07-2022,29-06-2023,United States,33,Female,Laptop,1 Month,,670,,,,
657,Basic,,14,03-08-2022,29-06-2023,Canada,34,Female,Smart TV,1 Month,,671,,,,
658,Standard,,13,04-08-2022,29-06-2023,United Kingdom,49,Female,Smart TV,1 Month,,671,,,,
659,Premium,,13,03-08-2022,29-06-2023,Australia,41,Male,Laptop,1 Month,,672,,,,
660,Basic,,12,27-06-2022,29-06-2023,Germany,28,Male,Smart TV,1 Month,,672,,,,
661,Premium,,14,27-06-2022,28-06-2023,France,49,Female,Laptop,1 Month,,675,,,,
662,Basic,,15,15-06-2022,29-06-2023,Brazil,49,Male,Tablet,1 Month,,677,,,,
663,Standard,,11,13-06-2022,29-06-2023,Mexico,36,Male,Tablet,1 Month,,674,,,,
664,Standard,,11,12-06-2022,30-06-2023,Spain,31,Male,Smart TV,1 Month,,675,,,,
665,Basic,,10,18-06-2022,28-06-2023,Italy,38,Male,Smartphone,1 Month,,675,,,,
666,Premium,,15,26-06-2022,29-06-2023,Spain,34,Female,Tablet,1 Month,,681,,,,
667,Basic,,11,30-06-2022,30-06-2023,Spain,51,Female,Smartphone,1 Month,,678,,,,
668,Standard,,13,03-07-2022,30-06-2023,United States,49,Male,Smart TV,1 Month,,681,,,,
669,Premium,,13,19-06-2022,28-06-2023,Canada,27,Female,Tablet,1 Month,,682,,,,
670,Basic,,10,08-06-2022,29-06-2023,United States,38,Male,Smart TV,1 Month,,680,,,,
671,Basic,,10,08-06-2022,30-06-2023,United States,51,Male,Tablet,1 Month,,681,,,,
672,Basic,,14,09-06-2022,30-06-2023,Canada,47,Female,Tablet,1 Month,,686,,,,
673,Standard,,15,09-06-2022,27-06-2023,United Kingdom,37,Male,Smartphone,1 Month,,688,,,,
674,Premium,,13,10-06-2022,28-06-2023,Australia,37,Female,Laptop,1 Month,,687,,,,
675,Basic,,11,11-06-2022,29-06-2023,Germany,39,Female,Tablet,1 Month,,686,,,,
676,Basic,,11,13-06-2022,29-06-2023,France,31,Male,Smartphone,1 Month,,687,,,,
677,Premium,,13,17-06-2022,28-06-2023,Brazil,36,Male,Smart TV,1 Month,,690,,,,
678,Standard,,15,27-06-2022,28-06-2023,Mexico,42,Female,Smart TV,1 Month,,693,,,,
679,Standard,,11,05-07-2022,29-06-2023,Spain,49,Male,Laptop,1 Month,,690,,,,
680,Basic,,15,07-07-2022,29-06-2023,Italy,44,Female,Laptop,1 Month,,695,,,,
681,Premium,,11,16-07-2022,28-06-2023,Spain,33,Male,Laptop,1 Month,,692,,,,
682,Standard,,11,23-07-2022,27-06-2023,Spain,42,Male,Tablet,1 Month,,693,,,,
683,Basic,,13,03-08-2022,29-06-2023,United States,39,Male,Smartphone,1 Month,,696,,,,
684,Standard,,10,11-08-2022,29-06-2023,Canada,49,Male,Smartphone,1 Month,,694,,,,
685,Premium,,12,15-08-2022,30-06-2023,United States,31,Male,Smartphone,1 Month,,697,,,,
686,Basic,,14,18-08-2022,28-06-2023,United States,37,Male,Tablet,1 Month,,700,,,,
687,Premium,,13,26-08-2022,29-06-2023,Canada,30,Female,Tablet,1 Month,,700,,,,
688,Standard,,10,03-09-2022,28-06-2023,United Kingdom,42,Male,Smartphone,1 Month,,698,,,,
689,Basic,,15,04-09-2022,29-06-2023,Australia,37,Female,Smart TV,1 Month,,704,,,,
690,Standard,,15,05-09-2022,30-06-2023,Germany,36,Male,Laptop,1 Month,,705,,,,
691,Premium,,11,01-09-2022,29-06-2023,France,28,Female,Laptop,1 Month,,702,,,,
692,Basic,,15,31-08-2022,30-06-2023,Brazil,36,Male,Tablet,1 Month,,707,,,,
693,Standard,,14,01-09-2022,29-06-2023,Mexico,31,Female,Tablet,1 Month,,707,,,,
694,Premium,,14,17-09-2022,01-07-2023,Spain,46,Male,Smart TV,1 Month,,708,,,,
695,Basic,,13,21-09-2022,28-06-2023,Italy,28,Male,Laptop,1 Month,,708,,,,
696,Premium,,15,29-09-2022,01-07-2023,Spain,31,Male,Tablet,1 Month,,711,,,,
697,Basic,,12,06-10-2022,29-06-2023,Spain,43,Male,Smart TV,1 Month,,709,,,,
698,Standard,,10,12-10-2022,02-07-2023,United States,28,Male,Laptop,1 Month,,708,,,,
699,Standard,,13,07-10-2022,30-06-2023,Canada,32,Female,Smartphone,1 Month,,712,,,,
700,Basic,,12,04-10-2022,30-06-2023,United States,31,Female,Laptop,1 Month,,712,,,,
701,Premium,,11,24-09-2022,28-06-2023,United States,45,Male,Smart TV,1 Month,,712,,,,
702,Basic,,14,25-09-2022,01-07-2023,Canada,36,Male,Smartphone,1 Month,,716,,,,
703,Standard,,14,27-09-2022,30-06-2023,United Kingdom,35,Male,Laptop,1 Month,,717,,,,
704,Premium,,13,30-09-2022,01-07-2023,Australia,27,Female,Tablet,1 Month,,717,,,,
705,Basic,,13,04-10-2022,28-06-2023,Germany,32,Male,Laptop,1 Month,,718,,,,
706,Premium,,12,24-10-2022,01-07-2023,France,46,Female,Smartphone,1 Month,,718,,,,
707,Basic,,12,28-10-2022,30-06-2023,Brazil,36,Male,Smart TV,1 Month,,719,,,,
708,Standard,,13,02-11-2022,01-07-2023,Mexico,39,Male,Laptop,1 Month,,721,,,,
709,Standard,,12,07-11-2022,28-06-2023,Spain,48,Female,Smart TV,1 Month,,721,,,,
710,Basic,,10,10-11-2022,30-06-2023,Italy,48,Female,Smart TV,1 Month,,720,,,,
711,Premium,,14,15-11-2022,29-06-2023,Spain,27,Female,Laptop,1 Month,,725,,,,
712,Basic,,13,08-11-2022,01-07-2023,Spain,45,Male,Tablet,1 Month,,725,,,,
713,Standard,,10,01-11-2022,27-06-2023,United States,30,Male,Laptop,1 Month,,723,,,,
714,Premium,,15,30-10-2022,29-06-2023,Canada,29,Male,Tablet,1 Month,,729,,,,
715,Basic,,12,28-10-2022,29-06-2023,United States,43,Female,Laptop,1 Month,,727,,,,
716,Premium,,10,26-10-2022,30-06-2023,United States,43,Male,Laptop,1 Month,,726,,,,
717,Basic,,15,18-10-2022,29-06-2023,Canada,39,Female,Tablet,1 Month,,732,,,,
718,Standard,,14,30-09-2022,30-06-2023,United Kingdom,27,Male,Tablet,1 Month,,732,,,,
719,Standard,,10,03-09-2022,29-06-2023,Australia,33,Female,Tablet,1 Month,,729,,,,
720,Basic,,10,23-08-2022,29-06-2023,Germany,32,Female,Tablet,1 Month,,730,,,,
721,Premium,,10,16-08-2022,29-06-2023,France,37,Female,Tablet,1 Month,,731,,,,
722,Basic,,13,11-08-2022,30-06-2023,Brazil,45,Male,Smartphone,1 Month,,735,,,,
723,Standard,,10,01-08-2022,30-06-2023,Mexico,40,Female,Smartphone,1 Month,,733,,,,
724,Premium,,14,01-08-2022,29-06-2023,Spain,44,Male,Laptop,1 Month,,738,,,,
725,Basic,,12,01-08-2022,29-06-2023,Italy,29,Female,Tablet,1 Month,,737,,,,
726,Premium,,14,02-08-2022,30-06-2023,Spain,50,Male,Laptop,1 Month,,740,,,,
727,Basic,,11,04-08-2022,29-06-2023,Spain,32,Female,Laptop,1 Month,,738,,,,
728,Standard,,14,04-08-2022,29-06-2023,United States,39,Male,Laptop,1 Month,,742,,,,
729,Standard,,15,07-07-2022,30-06-2023,Canada,43,Female,Smartphone,1 Month,,744,,,,
730,Basic,,12,27-06-2022,30-06-2023,United States,49,Female,Smartphone,1 Month,,742,,,,
731,Premium,,13,19-06-2022,29-06-2023,United States,30,Male,Tablet,1 Month,,744,,,,
732,Basic,,12,19-06-2022,29-06-2023,Canada,47,Male,Tablet,1 Month,,744,,,,
733,Standard,,10,18-06-2022,29-06-2023,United Kingdom,51,Female,Laptop,1 Month,,743,,,,
734,Premium,,14,19-06-2022,30-06-2023,Australia,40,Male,Tablet,1 Month,,748,,,,
735,Basic,,14,24-06-2022,28-06-2023,Germany,40,Male,Laptop,1 Month,,749,,,,
736,Premium,,11,30-06-2022,30-06-2023,France,49,Male,Smartphone,1 Month,,747,,,,
737,Basic,,15,02-07-2022,30-06-2023,Brazil,43,Female,Tablet,1 Month,,752,,,,
738,Standard,,14,26-06-2022,01-07-2023,Mexico,44,Female,Smartphone,1 Month,,752,,,,
739,Standard,,13,21-06-2022,28-06-2023,Spain,27,Male,Smartphone,1 Month,,752,,,,
740,Basic,,14,16-06-2022,29-06-2023,Italy,30,Male,Tablet,1 Month,,754,,,,
741,Premium,,14,09-06-2022,30-06-2023,Spain,47,Male,Smart TV,1 Month,,755,,,,
742,Basic,,13,10-06-2022,30-06-2023,Spain,51,Male,Smartphone,1 Month,,755,,,,
743,Standard,,15,10-06-2022,28-06-2023,United States,31,Female,Laptop,1 Month,,758,,,,
744,Premium,,13,11-06-2022,29-06-2023,Canada,34,Female,Tablet,1 Month,,757,,,,
745,Basic,,11,12-06-2022,30-06-2023,United States,28,Female,Laptop,1 Month,,756,,,,
746,Basic,,15,15-06-2022,30-06-2023,United States,32,Male,Smartphone,1 Month,,761,,,,
747,Basic,,11,25-06-2022,29-06-2023,Canada,41,Male,Smart TV,1 Month,,758,,,,
748,Standard,,13,30-06-2022,28-06-2023,United Kingdom,40,Male,Smart TV,1 Month,,761,,,,
749,Premium,,12,06-07-2022,30-06-2023,Australia,46,Male,Smart TV,1 Month,,761,,,,
750,Basic,,13,09-07-2022,29-06-2023,Germany,47,Male,Smart TV,1 Month,,763,,,,
751,Basic,,14,18-07-2022,29-06-2023,France,45,Female,Laptop,1 Month,,765,,,,
752,Premium,,10,24-07-2022,28-06-2023,Brazil,28,Female,Smartphone,1 Month,,762,,,,
753,Standard,,12,27-07-2022,30-06-2023,Mexico,43,Female,Smartphone,1 Month,,765,,,,
754,Standard,,11,10-08-2022,29-06-2023,Spain,41,Male,Laptop,1 Month,,765,,,,
755,Basic,,13,16-08-2022,30-06-2023,Italy,32,Male,Tablet,1 Month,,768,,,,
756,Premium,,14,23-08-2022,29-06-2023,Spain,44,Female,Smartphone,1 Month,,770,,,,
757,Standard,,11,03-09-2022,30-06-2023,Spain,32,Male,Laptop,1 Month,,768,,,,
758,Basic,,12,04-09-2022,29-06-2023,United States,47,Male,Laptop,1 Month,,770,,,,
759,Standard,,14,05-09-2022,29-06-2023,Canada,37,Male,Smart TV,1 Month,,773,,,,
760,Premium,,13,04-09-2022,01-07-2023,United States,40,Female,Smartphone,1 Month,,773,,,,
761,Basic,,11,31-08-2022,29-06-2023,United States,48,Female,Smart TV,1 Month,,772,,,,
762,Premium,,10,01-09-2022,02-07-2023,Canada,48,Male,Laptop,1 Month,,772,,,,
763,Standard,,10,15-09-2022,29-06-2023,United Kingdom,35,Male,Laptop,1 Month,,773,,,,
764,Basic,,15,18-09-2022,03-07-2023,Australia,28,Male,Smart TV,1 Month,,779,,,,
765,Standard,,11,28-09-2022,29-06-2023,Germany,35,Female,Smart TV,1 Month,,776,,,,
766,Premium,,13,30-09-2022,01-07-2023,France,43,Male,Smartphone,1 Month,,779,,,,
767,Basic,,15,07-10-2022,29-06-2023,Brazil,39,Male,Laptop,1 Month,,782,,,,
768,Standard,,10,08-10-2022,02-07-2023,Mexico,38,Female,Laptop,1 Month,,778,,,,
769,Premium,,14,08-10-2022,30-06-2023,Spain,36,Female,Smart TV,1 Month,,783,,,,
770,Basic,,11,03-10-2022,01-07-2023,Italy,42,Female,Laptop,1 Month,,781,,,,
771,Premium,,14,04-10-2022,28-06-2023,Spain,27,Male,Tablet,1 Month,,785,,,,
772,Basic,,12,02-10-2022,01-07-2023,Spain,48,Male,Laptop,1 Month,,784,,,,
773,Standard,,13,01-10-2022,30-06-2023,United States,27,Female,Smart TV,1 Month,,786,,,,
774,Standard,,15,03-10-2022,02-07-2023,Canada,49,Male,Smartphone,1 Month,,789,,,,
775,Basic,,11,20-10-2022,28-06-2023,United States,29,Male,Tablet,1 Month,,786,,,,
776,Premium,,11,21-10-2022,01-07-2023,United States,44,Male,Laptop,1 Month,,787,,,,
777,Basic,,11,28-10-2022,30-06-2023,Canada,31,Male,Smartphone,1 Month,,788,,,,
778,Standard,,13,03-11-2022,01-07-2023,United Kingdom,33,Male,Tablet,1 Month,,791,,,,
779,Premium,,10,07-11-2022,28-06-2023,Australia,36,Female,Smart TV,1 Month,,789,,,,
780,Basic,,15,12-11-2022,30-06-2023,Germany,43,Female,Laptop,1 Month,,795,,,,
781,Premium,,14,13-11-2022,29-06-2023,France,30,Female,Smartphone,1 Month,,795,,,,
782,Basic,,13,02-11-2022,01-07-2023,Brazil,44,Female,Laptop,1 Month,,795,,,,
783,Standard,,13,01-11-2022,29-06-2023,Mexico,37,Female,Laptop,1 Month,,796,,,,
784,Standard,,14,31-10-2022,30-06-2023,Spain,27,Male,Laptop,1 Month,,798,,,,
785,Basic,,12,28-10-2022,29-06-2023,Italy,35,Female,Laptop,1 Month,,797,,,,
786,Premium,,13,24-10-2022,30-06-2023,Spain,32,Male,Smart TV,1 Month,,799,,,,
787,Basic,,12,03-10-2022,29-06-2023,Spain,49,Female,Laptop,1 Month,,799,,,,
788,Standard,,12,13-09-2022,30-06-2023,United States,45,Female,Tablet,1 Month,,800,,,,
789,Premium,,11,02-09-2022,30-06-2023,Canada,33,Female,Smartphone,1 Month,,800,,,,
790,Basic,,14,30-08-2022,30-06-2023,United States,37,Female,Smartphone,1 Month,,804,,,,
791,Premium,,15,25-08-2022,30-06-2023,United States,29,Male,Smartphone,1 Month,,806,,,,
792,Basic,,12,11-08-2022,30-06-2023,Canada,45,Male,Smart TV,1 Month,,804,,,,
793,Standard,,11,05-08-2022,30-06-2023,United Kingdom,42,Female,Smartphone,1 Month,,804,,,,
794,Standard,,12,02-08-2022,30-06-2023,Australia,32,Female,Smart TV,1 Month,,806,,,,
795,Basic,,11,03-08-2022,01-07-2023,Germany,47,Male,Smartphone,1 Month,,806,,,,
796,Premium,,12,04-08-2022,01-07-2023,France,27,Male,Smart TV,1 Month,,808,,,,
797,Basic,,10,05-08-2022,30-06-2023,Brazil,35,Male,Tablet,1 Month,,807,,,,
798,Standard,,15,12-07-2022,30-06-2023,Mexico,35,Male,Laptop,1 Month,,813,,,,
799,Premium,,10,02-07-2022,30-06-2023,Spain,48,Male,Tablet,1 Month,,809,,,,
800,Basic,,12,26-06-2022,30-06-2023,Italy,36,Male,Smartphone,1 Month,,812,,,,
801,Premium,,10,22-06-2022,29-06-2023,Spain,46,Male,Smartphone,1 Month,,811,,,,
802,Basic,,13,22-06-2022,30-06-2023,Spain,33,Female,Smartphone,1 Month,,815,,,,
803,Standard,,14,19-06-2022,01-07-2023,United States,43,Male,Smart TV,1 Month,,817,,,,
804,Standard,,14,22-06-2022,02-07-2023,Canada,47,Female,Smartphone,1 Month,,818,,,,
805,Basic,,15,27-06-2022,28-06-2023,United States,39,Female,Laptop,1 Month,,820,,,,
806,Premium,,15,01-07-2022,30-06-2023,United States,30,Female,Laptop,1 Month,,821,,,,
807,Basic,,11,28-06-2022,30-06-2023,Canada,46,Male,Tablet,1 Month,,818,,,,
808,Standard,,13,25-06-2022,01-07-2023,United Kingdom,39,Male,Smart TV,1 Month,,821,,,,
809,Premium,,10,22-06-2022,28-06-2023,Australia,28,Male,Smartphone,1 Month,,819,,,,
810,Basic,,13,09-06-2022,29-06-2023,Germany,38,Male,Smartphone,1 Month,,823,,,,
811,Premium,,13,10-06-2022,30-06-2023,France,36,Male,Laptop,1 Month,,824,,,,
812,Basic,,15,11-06-2022,01-07-2023,Brazil,33,Male,Laptop,1 Month,,827,,,,
813,Standard,,10,11-06-2022,28-06-2023,Mexico,50,Male,Smartphone,1 Month,,823,,,,
814,Standard,,10,12-06-2022,29-06-2023,Spain,38,Male,Smartphone,1 Month,,824,,,,
815,Basic,,15,13-06-2022,30-06-2023,Italy,29,Male,Smartphone,1 Month,,830,,,,
816,Premium,,15,18-06-2022,30-06-2023,Spain,47,Female,Smart TV,1 Month,,831,,,,
817,Basic,,15,29-06-2022,30-06-2023,Spain,31,Female,Tablet,1 Month,,832,,,,
818,Standard,,13,30-06-2022,28-06-2023,United States,40,Male,Tablet,1 Month,,831,,,,
819,Premium,,14,01-07-2022,01-07-2023,Canada,50,Male,Laptop,1 Month,,833,,,,
820,Basic,,11,07-07-2022,30-06-2023,United States,43,Female,Tablet,1 Month,,831,,,,
821,Basic,,12,13-07-2022,29-06-2023,United States,35,Female,Laptop,1 Month,,833,,,,
822,Basic,,11,24-07-2022,29-06-2023,Canada,36,Male,Laptop,1 Month,,833,,,,
823,Standard,,15,29-07-2022,30-06-2023,United Kingdom,30,Male,Smartphone,1 Month,,838,,,,
824,Premium,,13,31-07-2022,30-06-2023,Australia,47,Female,Smartphone,1 Month,,837,,,,
825,Basic,,12,09-08-2022,30-06-2023,Germany,30,Female,Laptop,1 Month,,837,,,,
826,Basic,,11,18-08-2022,01-07-2023,France,37,Male,Smart TV,1 Month,,837,,,,
827,Premium,,15,20-08-2022,30-06-2023,Brazil,34,Male,Smartphone,1 Month,,842,,,,
828,Standard,,15,30-08-2022,30-06-2023,Mexico,33,Female,Smart TV,1 Month,,843,,,,
829,Standard,,10,01-09-2022,29-06-2023,Spain,31,Male,Tablet,1 Month,,839,,,,
830,Basic,,13,02-09-2022,03-07-2023,Italy,30,Female,Smartphone,1 Month,,843,,,,
831,Premium,,10,02-09-2022,29-06-2023,Spain,35,Male,Smartphone,1 Month,,841,,,,
832,Standard,,14,15-09-2022,02-07-2023,Spain,40,Female,Tablet,1 Month,,846,,,,
833,Basic,,13,17-09-2022,29-06-2023,United States,29,Male,Smartphone,1 Month,,846,,,,
834,Standard,,14,26-09-2022,03-07-2023,Canada,34,Female,Smart TV,1 Month,,848,,,,
835,Premium,,12,27-09-2022,29-06-2023,United States,31,Male,Laptop,1 Month,,847,,,,
836,Basic,,15,04-10-2022,01-07-2023,United States,28,Male,Laptop,1 Month,,851,,,,
837,Premium,,12,06-10-2022,29-06-2023,Canada,46,Female,Smart TV,1 Month,,849,,,,
838,Standard,,11,07-10-2022,02-07-2023,United Kingdom,38,Male,Smartphone,1 Month,,849,,,,
839,Basic,,13,06-10-2022,30-06-2023,Australia,35,Female,Laptop,1 Month,,852,,,,
840,Standard,,15,07-10-2022,03-07-2023,Germany,49,Male,Smartphone,1 Month,,855,,,,
841,Premium,,13,06-10-2022,29-06-2023,France,42,Male,Smartphone,1 Month,,854,,,,
842,Basic,,14,06-10-2022,02-07-2023,Brazil,37,Female,Laptop,1 Month,,856,,,,
843,Standard,,13,04-10-2022,01-07-2023,Mexico,39,Female,Smartphone,1 Month,,856,,,,
844,Premium,,10,14-10-2022,02-07-2023,Spain,47,Female,Smart TV,1 Month,,854,,,,
845,Basic,,12,19-10-2022,29-06-2023,Italy,49,Male,Smartphone,1 Month,,857,,,,
846,Premium,,12,21-10-2022,01-07-2023,Spain,35,Male,Laptop,1 Month,,858,,,,
847,Basic,,11,28-10-2022,30-06-2023,Spain,36,Female,Smart TV,1 Month,,858,,,,
848,Standard,,11,01-11-2022,02-07-2023,United States,40,Male,Tablet,1 Month,,859,,,,
849,Standard,,10,12-11-2022,29-06-2023,Canada,30,Female,Smart TV,1 Month,,859,,,,
850,Basic,,13,13-11-2022,30-06-2023,United States,51,Female,Smart TV,1 Month,,863,,,,
851,Premium,,15,09-11-2022,30-06-2023,United States,47,Male,Laptop,1 Month,,866,,,,
852,Basic,,12,08-11-2022,01-07-2023,Canada,47,Female,Laptop,1 Month,,864,,,,
853,Standard,,14,06-11-2022,30-06-2023,United Kingdom,39,Male,Tablet,1 Month,,867,,,,
854,Premium,,10,07-11-2022,30-06-2023,Australia,49,Male,Smart TV,1 Month,,864,,,,
855,Basic,,12,02-11-2022,01-07-2023,Germany,33,Male,Laptop,1 Month,,867,,,,
856,Premium,,10,06-10-2022,30-06-2023,France,32,Female,Smart TV,1 Month,,866,,,,
857,Basic,,15,16-09-2022,30-06-2023,Brazil,40,Male,Smartphone,1 Month,,872,,,,
858,Standard,,14,10-09-2022,30-06-2023,Mexico,40,Female,Laptop,1 Month,,872,,,,
859,Standard,,12,04-09-2022,30-06-2023,Spain,51,Female,Tablet,1 Month,,871,,,,
860,Basic,,13,26-08-2022,01-07-2023,Italy,50,Male,Smart TV,1 Month,,873,,,,
861,Premium,,14,14-08-2022,01-07-2023,Spain,50,Female,Smart TV,1 Month,,875,,,,
862,Basic,,14,12-08-2022,01-07-2023,Spain,47,Male,Smartphone,1 Month,,876,,,,
863,Standard,,12,10-08-2022,30-06-2023,United States,35,Male,Laptop,1 Month,,875,,,,
864,Premium,,11,10-08-2022,01-07-2023,Canada,31,Male,Tablet,1 Month,,875,,,,
865,Basic,,15,04-08-2022,01-07-2023,United States,36,Male,Smartphone,1 Month,,880,,,,
866,Premium,,10,05-08-2022,01-07-2023,United States,41,Female,Smart TV,1 Month,,876,,,,
867,Basic,,13,17-07-2022,30-06-2023,Canada,49,Female,Tablet,1 Month,,880,,,,
868,Standard,,12,16-07-2022,01-07-2023,United Kingdom,34,Female,Tablet,1 Month,,880,,,,
869,Standard,,15,13-07-2022,01-07-2023,Australia,30,Female,Tablet,1 Month,,884,,,,
870,Basic,,13,03-07-2022,02-07-2023,Germany,38,Male,Laptop,1 Month,,883,,,,
871,Premium,,11,24-06-2022,29-06-2023,France,45,Male,Tablet,1 Month,,882,,,,
872,Basic,,14,21-06-2022,01-07-2023,Brazil,42,Female,Laptop,1 Month,,886,,,,
873,Standard,,10,22-06-2022,01-07-2023,Mexico,42,Female,Smart TV,1 Month,,883,,,,
874,Premium,,10,23-06-2022,02-07-2023,Spain,31,Male,Smart TV,1 Month,,884,,,,
875,Basic,,14,26-06-2022,29-06-2023,Italy,28,Male,Smart TV,1 Month,,889,,,,
876,Premium,,11,27-06-2022,30-06-2023,Spain,44,Male,Tablet,1 Month,,887,,,,
877,Basic,,13,28-06-2022,01-07-2023,Spain,30,Male,Smart TV,1 Month,,890,,,,
878,Standard,,13,28-06-2022,02-07-2023,United States,33,Male,Smartphone,1 Month,,891,,,,
879,Standard,,12,18-06-2022,29-06-2023,Canada,42,Female,Tablet,1 Month,,891,,,,
880,Basic,,11,11-06-2022,30-06-2023,United States,31,Male,Smart TV,1 Month,,891,,,,
881,Premium,,11,11-06-2022,01-07-2023,United States,31,Female,Smartphone,1 Month,,892,,,,
882,Basic,,13,12-06-2022,01-07-2023,Canada,46,Female,Smart TV,1 Month,,895,,,,
883,Standard,,15,13-06-2022,29-06-2023,United Kingdom,28,Female,Tablet,1 Month,,898,,,,
884,Premium,,11,13-06-2022,29-06-2023,Australia,50,Male,Tablet,1 Month,,895,,,,
885,Basic,,11,18-06-2022,02-07-2023,Germany,34,Male,Tablet,1 Month,,896,,,,
886,Premium,,15,23-06-2022,30-06-2023,France,45,Female,Smart TV,1 Month,,901,,,,
887,Basic,,12,26-06-2022,30-06-2023,Brazil,38,Female,Laptop,1 Month,,899,,,,
888,Standard,,13,29-06-2022,29-06-2023,Mexico,42,Female,Laptop,1 Month,,901,,,,
889,Standard,,10,02-07-2022,01-07-2023,Spain,45,Female,Smartphone,1 Month,,899,,,,
890,Basic,,10,06-07-2022,30-06-2023,Italy,44,Male,Smart TV,1 Month,,900,,,,
