User ID,Subscription Type,Monthly Revenue,Join Date,Last Payment Date,Country,Age,Gender,Device,Plan Duration,concatenate,textjoin,textjoin copy,textsplit,search,left,right,mid,length
366,Basic,12,17-10-2022,29-06-2023,France,41,Male,Smart TV,1 Month,Basic in France,"Basic , France","Basic , France",Basic ,3,S,e,Sma,6
367,Basic,13,23-10-2022,25-06-2023,Brazil,32,Male,Laptop,1 Month,Basic in Brazil,"Basic , Brazil","Basic , Brazil",Basic ,3,L,l,Lap,6
368,Basic,13,24-10-2022,28-06-2023,Mexico,28,Male,Smartphone,1 Month,Basic in Mexico,"Basic , Mexico","Basic , Mexico",Basic ,#VALUE!,S,o,Sma,6
369,Basic,12,25-10-2022,27-06-2023,Spain,46,Female,Smartphone,1 Month,Basic in Spain,"Basic , Spain","Basic , Spain",Basic ,3,S,n,Sma,5
370,Basic,11,22-10-2022,29-06-2023,Italy,46,Female,Smartphone,1 Month,Basic in Italy,"Basic , Italy","Basic , Italy",Basic ,3,S,y,Sma,5
371,Basic,11,30-09-2022,25-06-2023,United States,47,Male,Tablet,1 Month,Basic in United States,"Basic , United States","Basic , United States",Basic ,10,T,s,Tab,13
372,Basic,11,06-09-2022,27-06-2023,Canada,31,Female,Tablet,1 Month,Basic in Canada,"Basic , Canada","Basic , Canada",Basic ,2,T,a,Tab,6
373,Basic,10,18-06-2022,26-06-2023,United Kingdom,44,Female,Tablet,1 Month,Basic in United Kingdom,"Basic , United Kingdom","Basic , United Kingdom",Basic ,#VALUE!,T,m,Tab,14
374,Basic,10,12-06-2022,28-06-2023,Australia,39,Female,Laptop,1 Month,Basic in Australia,"Basic , Australia","Basic , Australia",Basic ,1,L,a,Lap,9
375,Basic,14,17-06-2022,28-06-2023,Germany,44,Female,Laptop,1 Month,Basic in Germany,"Basic , Germany","Basic , Germany",Basic ,5,L,y,Lap,7
376,Basic,12,20-06-2022,27-06-2023,France,39,Female,Smartphone,1 Month,Basic in France,"Basic , France","Basic , France",Basic ,3,S,e,Sma,6
377,Basic,12,27-08-2022,28-06-2023,Brazil,37,Male,Laptop,1 Month,Basic in Brazil,"Basic , Brazil","Basic , Brazil",Basic ,3,L,l,Lap,6
378,Basic,14,13-08-2022,27-06-2023,Mexico,47,Female,Laptop,1 Month,Basic in Mexico,"Basic , Mexico","Basic , Mexico",Basic ,#VALUE!,L,o,Lap,6
379,Basic,10,12-08-2022,28-06-2023,Spain,46,Female,Smart TV,1 Month,Basic in Spain,"Basic , Spain","Basic , Spain",Basic ,3,S,n,Sma,5
380,Basic,15,05-08-2022,27-06-2023,Italy,27,Female,Smart TV,1 Month,Basic in Italy,"Basic , Italy","Basic , Italy",Basic ,3,S,y,Sma,5
381,Basic,10,14-07-2022,27-06-2023,United States,43,Female,Laptop,1 Month,Basic in United States,"Basic , United States","Basic , United States",Basic ,10,L,s,Lap,13
382,Basic,10,07-06-2022,26-06-2023,Canada,51,Male,Smart TV,1 Month,Basic in Canada,"Basic , Canada","Basic , Canada",Basic ,2,S,a,Sma,6
383,Basic,10,01-06-2022,27-06-2023,United Kingdom,49,Male,Smart TV,1 Month,Basic in United Kingdom,"Basic , United Kingdom","Basic , United Kingdom",Basic ,#VALUE!,S,m,Sma,14
384,Basic,10,19-05-2022,28-06-2023,Australia,35,Female,Smartphone,1 Month,Basic in Australia,"Basic , Australia","Basic , Australia",Basic ,1,S,a,Sma,9
385,Basic,15,22-05-2022,27-06-2023,Germany,44,Male,Smartphone,1 Month,Basic in Germany,"Basic , Germany","Basic , Germany",Basic ,5,S,y,Sma,7
386,Basic,14,11-07-2022,26-06-2023,France,48,Male,Tablet,1 Month,Basic in France,"Basic , France","Basic , France",Basic ,3,T,e,Tab,6
387,Basic,11,19-07-2022,28-06-2023,Brazil,39,Female,Tablet,1 Month,Basic in Brazil,"Basic , Brazil","Basic , Brazil",Basic ,3,T,l,Tab,6
388,Basic,12,21-07-2022,28-06-2023,Mexico,38,Male,Laptop,1 Month,Basic in Mexico,"Basic , Mexico","Basic , Mexico",Basic ,#VALUE!,L,o,Lap,6
389,Basic,14,02-08-2022,26-06-2023,Spain,45,Male,Smart TV,1 Month,Basic in Spain,"Basic , Spain","Basic , Spain",Basic ,3,S,n,Sma,5
390,Basic,13,03-07-2022,28-06-2023,Italy,43,Female,Laptop,1 Month,Basic in Italy,"Basic , Italy","Basic , Italy",Basic ,3,L,y,Lap,5
391,Basic,13,23-06-2022,27-06-2023,United States,42,Male,Laptop,1 Month,Basic in United States,"Basic , United States","Basic , United States",Basic ,10,L,s,Lap,13
392,Basic,15,03-06-2022,28-06-2023,Canada,28,Male,Smart TV,1 Month,Basic in Canada,"Basic , Canada","Basic , Canada",Basic ,2,S,a,Sma,6
393,Basic,10,03-06-2022,26-06-2023,United Kingdom,40,Male,Tablet,1 Month,Basic in United Kingdom,"Basic , United Kingdom","Basic , United Kingdom",Basic ,#VALUE!,T,m,Tab,14
394,Basic,14,30-05-2022,27-06-2023,Australia,41,Female,Tablet,1 Month,Basic in Australia,"Basic , Australia","Basic , Australia",Basic ,1,T,a,Tab,9
395,Basic,12,05-06-2022,26-06-2023,Germany,45,Female,Laptop,1 Month,Basic in Germany,"Basic , Germany","Basic , Germany",Basic ,5,L,y,Lap,7
396,Basic,14,10-06-2022,27-06-2023,France,30,Female,Smartphone,1 Month,Basic in France,"Basic , France","Basic , France",Basic ,3,S,e,Sma,6
397,Basic,11,14-07-2022,26-06-2023,Brazil,31,Female,Smartphone,1 Month,Basic in Brazil,"Basic , Brazil","Basic , Brazil",Basic ,3,S,l,Sma,6
398,Basic,13,15-07-2022,27-06-2023,Mexico,51,Female,Tablet,1 Month,Basic in Mexico,"Basic , Mexico","Basic , Mexico",Basic ,#VALUE!,T,o,Tab,6
399,Basic,12,14-07-2022,25-06-2023,Spain,44,Female,Smartphone,1 Month,Basic in Spain,"Basic , Spain","Basic , Spain",Basic ,3,S,n,Sma,5
400,Basic,14,13-07-2022,27-06-2023,Italy,49,Male,Laptop,1 Month,Basic in Italy,"Basic , Italy","Basic , Italy",Basic ,3,L,y,Lap,5
401,Basic,12,17-07-2022,26-06-2023,United States,47,Female,Laptop,1 Month,Basic in United States,"Basic , United States","Basic , United States",Basic ,10,L,s,Lap,13
402,Basic,14,21-07-2022,26-06-2023,Canada,42,Male,Smartphone,1 Month,Basic in Canada,"Basic , Canada","Basic , Canada",Basic ,2,S,a,Sma,6
403,Basic,13,23-07-2022,28-06-2023,United Kingdom,28,Male,Smartphone,1 Month,Basic in United Kingdom,"Basic , United Kingdom","Basic , United Kingdom",Basic ,#VALUE!,S,m,Sma,14
404,Basic,13,01-08-2022,28-06-2023,Australia,28,Male,Smartphone,1 Month,Basic in Australia,"Basic , Australia","Basic , Australia",Basic ,1,S,a,Sma,9
405,Basic,13,06-08-2022,26-06-2023,Germany,49,Female,Tablet,1 Month,Basic in Germany,"Basic , Germany","Basic , Germany",Basic ,5,T,y,Tab,7
406,Basic,12,19-08-2022,26-06-2023,France,32,Female,Smartphone,1 Month,Basic in France,"Basic , France","Basic , France",Basic ,3,S,e,Sma,6
407,Basic,12,26-08-2022,27-06-2023,Brazil,37,Female,Tablet,1 Month,Basic in Brazil,"Basic , Brazil","Basic , Brazil",Basic ,3,T,l,Tab,6
408,Basic,13,27-09-2022,27-06-2023,Mexico,37,Female,Tablet,1 Month,Basic in Mexico,"Basic , Mexico","Basic , Mexico",Basic ,#VALUE!,T,o,Tab,6
409,Basic,14,15-09-2022,25-06-2023,Spain,37,Male,Smartphone,1 Month,Basic in Spain,"Basic , Spain","Basic , Spain",Basic ,3,S,n,Sma,5
410,Basic,15,02-09-2022,25-06-2023,Italy,37,Male,Smart TV,1 Month,Basic in Italy,"Basic , Italy","Basic , Italy",Basic ,3,S,y,Sma,5
411,Basic,14,03-09-2022,26-06-2023,United States,48,Female,Tablet,1 Month,Basic in United States,"Basic , United States","Basic , United States",Basic ,10,T,s,Tab,13
412,Basic,12,03-09-2022,26-06-2023,Canada,47,Male,Laptop,1 Month,Basic in Canada,"Basic , Canada","Basic , Canada",Basic ,2,L,a,Lap,6
413,Basic,13,24-08-2022,26-06-2023,United Kingdom,41,Female,Smartphone,1 Month,Basic in United Kingdom,"Basic , United Kingdom","Basic , United Kingdom",Basic ,#VALUE!,S,m,Sma,14
414,Basic,14,21-08-2022,27-06-2023,Australia,47,Female,Laptop,1 Month,Basic in Australia,"Basic , Australia","Basic , Australia",Basic ,1,L,a,Lap,9
415,Basic,13,23-08-2022,25-06-2023,Germany,39,Female,Smartphone,1 Month,Basic in Germany,"Basic , Germany","Basic , Germany",Basic ,5,S,y,Sma,7
416,Basic,10,02-09-2022,26-06-2023,France,28,Male,Tablet,1 Month,Basic in France,"Basic , France","Basic , France",Basic ,3,T,e,Tab,6
417,Basic,14,21-09-2022,29-06-2023,Brazil,31,Male,Smart TV,1 Month,Basic in Brazil,"Basic , Brazil","Basic , Brazil",Basic ,3,S,l,Sma,6
418,Basic,14,21-10-2022,27-06-2023,Mexico,47,Female,Smart TV,1 Month,Basic in Mexico,"Basic , Mexico","Basic , Mexico",Basic ,#VALUE!,S,o,Sma,6
419,Basic,11,30-10-2022,27-06-2023,Spain,27,Female,Laptop,1 Month,Basic in Spain,"Basic , Spain","Basic , Spain",Basic ,3,L,n,Lap,5
420,Basic,10,02-11-2022,28-06-2023,Italy,28,Male,Laptop,1 Month,Basic in Italy,"Basic , Italy","Basic , Italy",Basic ,3,L,y,Lap,5
421,Basic,14,16-10-2022,28-06-2023,United States,33,Male,Tablet,1 Month,Basic in United States,"Basic , United States","Basic , United States",Basic ,10,T,s,Tab,13
422,Basic,14,15-09-2022,29-06-2023,Canada,29,Female,Tablet,1 Month,Basic in Canada,"Basic , Canada","Basic , Canada",Basic ,2,T,a,Tab,6
423,Basic,15,12-09-2022,27-06-2023,United Kingdom,41,Male,Smartphone,1 Month,Basic in United Kingdom,"Basic , United Kingdom","Basic , United Kingdom",Basic ,#VALUE!,S,m,Sma,14
424,Basic,12,18-09-2022,29-06-2023,Australia,28,Female,Tablet,1 Month,Basic in Australia,"Basic , Australia","Basic , Australia",Basic ,1,T,a,Tab,9
425,Basic,13,04-10-2022,27-06-2023,Germany,38,Male,Tablet,1 Month,Basic in Germany,"Basic , Germany","Basic , Germany",Basic ,5,T,y,Tab,7
426,Basic,15,05-10-2022,30-06-2023,France,35,Male,Laptop,1 Month,Basic in France,"Basic , France","Basic , France",Basic ,3,L,e,Lap,6
427,Basic,11,06-11-2022,26-06-2023,Brazil,51,Male,Smart TV,1 Month,Basic in Brazil,"Basic , Brazil","Basic , Brazil",Basic ,3,S,l,Sma,6
428,Basic,12,17-11-2022,28-06-2023,Mexico,45,Male,Smartphone,1 Month,Basic in Mexico,"Basic , Mexico","Basic , Mexico",Basic ,#VALUE!,S,o,Sma,6
429,Basic,14,18-11-2022,26-06-2023,Spain,51,Male,Laptop,1 Month,Basic in Spain,"Basic , Spain","Basic , Spain",Basic ,3,L,n,Lap,5
430,Basic,14,22-11-2022,30-06-2023,Italy,46,Female,Smart TV,1 Month,Basic in Italy,"Basic , Italy","Basic , Italy",Basic ,3,S,y,Sma,5
431,Basic,15,04-12-2022,28-06-2023,United States,28,Male,Smart TV,1 Month,Basic in United States,"Basic , United States","Basic , United States",Basic ,10,S,s,Sma,13
432,Basic,12,19-11-2022,30-06-2023,Canada,46,Female,Smart TV,1 Month,Basic in Canada,"Basic , Canada","Basic , Canada",Basic ,2,S,a,Sma,6
433,Basic,11,06-11-2022,25-06-2023,United Kingdom,46,Female,Smartphone,1 Month,Basic in United Kingdom,"Basic , United Kingdom","Basic , United Kingdom",Basic ,#VALUE!,S,m,Sma,14
434,Basic,12,15-10-2022,29-06-2023,Australia,32,Female,Laptop,1 Month,Basic in Australia,"Basic , Australia","Basic , Australia",Basic ,1,L,a,Lap,9
435,Basic,11,17-10-2022,28-06-2023,Germany,39,Female,Smart TV,1 Month,Basic in Germany,"Basic , Germany","Basic , Germany",Basic ,5,S,y,Sma,7
436,Basic,11,19-10-2022,29-06-2023,France,41,Female,Smartphone,1 Month,Basic in France,"Basic , France","Basic , France",Basic ,3,S,e,Sma,6
437,Basic,13,23-10-2022,25-06-2023,Brazil,47,Male,Smart TV,1 Month,Basic in Brazil,"Basic , Brazil","Basic , Brazil",Basic ,3,S,l,Sma,6
438,Basic,12,24-10-2022,28-06-2023,Mexico,35,Male,Smart TV,1 Month,Basic in Mexico,"Basic , Mexico","Basic , Mexico",Basic ,#VALUE!,S,o,Sma,6
439,Basic,12,23-10-2022,27-06-2023,Spain,37,Female,Smart TV,1 Month,Basic in Spain,"Basic , Spain","Basic , Spain",Basic ,3,S,n,Sma,5
440,Basic,11,10-10-2022,29-06-2023,Italy,47,Male,Tablet,1 Month,Basic in Italy,"Basic , Italy","Basic , Italy",Basic ,3,T,y,Tab,5
441,Basic,13,05-10-2022,28-06-2023,United States,48,Female,Laptop,1 Month,Basic in United States,"Basic , United States","Basic , United States",Basic ,10,L,s,Lap,13
442,Basic,12,01-07-2022,27-06-2023,Canada,30,Female,Laptop,1 Month,Basic in Canada,"Basic , Canada","Basic , Canada",Basic ,2,L,a,Lap,6
443,Basic,10,01-07-2022,27-06-2023,United Kingdom,36,Male,Smart TV,1 Month,Basic in United Kingdom,"Basic , United Kingdom","Basic , United Kingdom",Basic ,#VALUE!,S,m,Sma,14
444,Basic,10,25-06-2022,28-06-2023,Australia,50,Female,Smartphone,1 Month,Basic in Australia,"Basic , Australia","Basic , Australia",Basic ,1,S,a,Sma,9
445,Basic,12,24-06-2022,28-06-2023,Germany,41,Male,Tablet,1 Month,Basic in Germany,"Basic , Germany","Basic , Germany",Basic ,5,T,y,Tab,7
446,Basic,14,28-06-2022,28-06-2023,France,46,Female,Smartphone,1 Month,Basic in France,"Basic , France","Basic , France",Basic ,3,S,e,Sma,6
447,Basic,15,11-08-2022,28-06-2023,Brazil,36,Female,Laptop,1 Month,Basic in Brazil,"Basic , Brazil","Basic , Brazil",Basic ,3,L,l,Lap,6
448,Basic,14,12-08-2022,27-06-2023,Mexico,48,Male,Tablet,1 Month,Basic in Mexico,"Basic , Mexico","Basic , Mexico",Basic ,#VALUE!,T,o,Tab,6
449,Basic,10,07-08-2022,28-06-2023,Spain,37,Female,Laptop,1 Month,Basic in Spain,"Basic , Spain","Basic , Spain",Basic ,3,L,n,Lap,5
450,Basic,14,06-08-2022,27-06-2023,Italy,49,Male,Laptop,1 Month,Basic in Italy,"Basic , Italy","Basic , Italy",Basic ,3,L,y,Lap,5
451,Basic,12,18-07-2022,28-06-2023,United States,31,Female,Laptop,1 Month,Basic in United States,"Basic , United States","Basic , United States",Basic ,10,L,s,Lap,13
452,Basic,12,16-06-2022,26-06-2023,Canada,42,Female,Laptop,1 Month,Basic in Canada,"Basic , Canada","Basic , Canada",Basic ,2,L,a,Lap,6
453,Basic,11,30-05-2022,28-06-2023,United Kingdom,45,Female,Tablet,1 Month,Basic in United Kingdom,"Basic , United Kingdom","Basic , United Kingdom",Basic ,#VALUE!,T,m,Tab,14
454,Basic,15,28-05-2022,28-06-2023,Australia,51,Female,Tablet,1 Month,Basic in Australia,"Basic , Australia","Basic , Australia",Basic ,1,T,a,Tab,9
455,Basic,11,31-05-2022,27-06-2023,Germany,31,Female,Smart TV,1 Month,Basic in Germany,"Basic , Germany","Basic , Germany",Basic ,5,S,y,Sma,7
456,Basic,14,04-06-2022,27-06-2023,France,41,Male,Tablet,1 Month,Basic in France,"Basic , France","Basic , France",Basic ,3,T,e,Tab,6
457,Basic,14,29-06-2022,28-06-2023,Brazil,40,Male,Smart TV,1 Month,Basic in Brazil,"Basic , Brazil","Basic , Brazil",Basic ,3,S,l,Sma,6
458,Basic,10,24-07-2022,28-06-2023,Mexico,27,Male,Tablet,1 Month,Basic in Mexico,"Basic , Mexico","Basic , Mexico",Basic ,#VALUE!,T,o,Tab,6
459,Basic,10,19-07-2022,27-06-2023,Spain,46,Female,Tablet,1 Month,Basic in Spain,"Basic , Spain","Basic , Spain",Basic ,3,T,n,Tab,5
460,Basic,10,30-06-2022,28-06-2023,Italy,30,Female,Smart TV,1 Month,Basic in Italy,"Basic , Italy","Basic , Italy",Basic ,3,S,y,Sma,5
461,Basic,11,16-06-2022,27-06-2023,United States,37,Male,Smart TV,1 Month,Basic in United States,"Basic , United States","Basic , United States",Basic ,10,S,s,Sma,13
462,Basic,15,10-06-2022,28-06-2023,Canada,45,Male,Smartphone,1 Month,Basic in Canada,"Basic , Canada","Basic , Canada",Basic ,2,S,a,Sma,6
463,Basic,11,01-06-2022,26-06-2023,United Kingdom,40,Male,Smart TV,1 Month,Basic in United Kingdom,"Basic , United Kingdom","Basic , United Kingdom",Basic ,#VALUE!,S,m,Sma,14
464,Basic,13,03-06-2022,28-06-2023,Australia,45,Male,Laptop,1 Month,Basic in Australia,"Basic , Australia","Basic , Australia",Basic ,1,L,a,Lap,9
465,Basic,11,05-06-2022,26-06-2023,Germany,34,Male,Laptop,1 Month,Basic in Germany,"Basic , Germany","Basic , Germany",Basic ,5,L,y,Lap,7
466,Basic,10,07-06-2022,27-06-2023,France,33,Male,Laptop,1 Month,Basic in France,"Basic , France","Basic , France",Basic ,3,L,e,Lap,6
467,Basic,10,22-06-2022,26-06-2023,Brazil,47,Female,Laptop,1 Month,Basic in Brazil,"Basic , Brazil","Basic , Brazil",Basic ,3,L,l,Lap,6
468,Basic,11,28-06-2022,27-06-2023,Mexico,32,Male,Smart TV,1 Month,Basic in Mexico,"Basic , Mexico","Basic , Mexico",Basic ,#VALUE!,S,o,Sma,6
469,Basic,12,29-06-2022,29-06-2023,Spain,41,Female,Tablet,1 Month,Basic in Spain,"Basic , Spain","Basic , Spain",Basic ,3,T,n,Tab,5
470,Basic,15,03-07-2022,28-06-2023,Italy,31,Female,Tablet,1 Month,Basic in Italy,"Basic , Italy","Basic , Italy",Basic ,3,T,y,Tab,5
471,Basic,15,08-07-2022,27-06-2023,United States,43,Male,Tablet,1 Month,Basic in United States,"Basic , United States","Basic , United States",Basic ,10,T,s,Tab,13
472,Basic,10,13-07-2022,27-06-2023,Canada,32,Female,Tablet,1 Month,Basic in Canada,"Basic , Canada","Basic , Canada",Basic ,2,T,a,Tab,6
473,Basic,10,27-07-2022,28-06-2023,United Kingdom,46,Female,Smartphone,1 Month,Basic in United Kingdom,"Basic , United Kingdom","Basic , United Kingdom",Basic ,#VALUE!,S,m,Sma,14
474,Basic,14,30-07-2022,28-06-2023,Australia,38,Male,Smartphone,1 Month,Basic in Australia,"Basic , Australia","Basic , Australia",Basic ,1,S,a,Sma,9
475,Basic,11,13-08-2022,26-06-2023,Germany,31,Female,Smart TV,1 Month,Basic in Germany,"Basic , Germany","Basic , Germany",Basic ,5,S,y,Sma,7
476,Basic,14,18-08-2022,26-06-2023,France,31,Female,Laptop,1 Month,Basic in France,"Basic , France","Basic , France",Basic ,3,L,e,Lap,6
477,Basic,10,24-08-2022,27-06-2023,Brazil,50,Male,Laptop,1 Month,Basic in Brazil,"Basic , Brazil","Basic , Brazil",Basic ,3,L,l,Lap,6
478,Basic,10,08-09-2022,27-06-2023,Mexico,32,Male,Laptop,1 Month,Basic in Mexico,"Basic , Mexico","Basic , Mexico",Basic ,#VALUE!,L,o,Lap,6
479,Basic,13,04-09-2022,27-06-2023,Spain,38,Female,Smartphone,1 Month,Basic in Spain,"Basic , Spain","Basic , Spain",Basic ,3,S,n,Sma,5
480,Basic,15,04-09-2022,27-06-2023,Italy,37,Female,Laptop,1 Month,Basic in Italy,"Basic , Italy","Basic , Italy",Basic ,3,L,y,Lap,5
481,Basic,12,04-09-2022,26-06-2023,United States,36,Male,Smart TV,1 Month,Basic in United States,"Basic , United States","Basic , United States",Basic ,10,S,s,Sma,13
482,Basic,11,27-08-2022,27-06-2023,Canada,30,Male,Smart TV,1 Month,Basic in Canada,"Basic , Canada","Basic , Canada",Basic ,2,S,a,Sma,6
483,Basic,14,25-08-2022,27-06-2023,United Kingdom,28,Male,Smart TV,1 Month,Basic in United Kingdom,"Basic , United Kingdom","Basic , United Kingdom",Basic ,#VALUE!,S,m,Sma,14
484,Basic,13,25-08-2022,28-06-2023,Australia,40,Male,Smartphone,1 Month,Basic in Australia,"Basic , Australia","Basic , Australia",Basic ,1,S,a,Sma,9
485,Basic,14,01-09-2022,28-06-2023,Germany,28,Female,Tablet,1 Month,Basic in Germany,"Basic , Germany","Basic , Germany",Basic ,5,T,y,Tab,7
486,Basic,15,13-09-2022,26-06-2023,France,37,Female,Laptop,1 Month,Basic in France,"Basic , France","Basic , France",Basic ,3,L,e,Lap,6
487,Basic,15,05-10-2022,29-06-2023,Brazil,30,Male,Smart TV,1 Month,Basic in Brazil,"Basic , Brazil","Basic , Brazil",Basic ,3,S,l,Sma,6
488,Basic,11,08-10-2022,28-06-2023,Mexico,33,Female,Smart TV,1 Month,Basic in Mexico,"Basic , Mexico","Basic , Mexico",Basic ,#VALUE!,S,o,Sma,6
489,Basic,11,26-10-2022,28-06-2023,Spain,49,Male,Tablet,1 Month,Basic in Spain,"Basic , Spain","Basic , Spain",Basic ,3,T,n,Tab,5
490,Basic,12,18-10-2022,29-06-2023,Italy,36,Female,Smart TV,1 Month,Basic in Italy,"Basic , Italy","Basic , Italy",Basic ,3,S,y,Sma,5
491,Basic,12,07-10-2022,28-06-2023,United States,28,Female,Smartphone,1 Month,Basic in United States,"Basic , United States","Basic , United States",Basic ,10,S,s,Sma,13
492,Basic,10,17-09-2022,30-06-2023,Canada,51,Male,Tablet,1 Month,Basic in Canada,"Basic , Canada","Basic , Canada",Basic ,2,T,a,Tab,6
493,Basic,11,18-09-2022,27-06-2023,United Kingdom,35,Female,Smartphone,1 Month,Basic in United Kingdom,"Basic , United Kingdom","Basic , United Kingdom",Basic ,#VALUE!,S,m,Sma,14
494,Basic,14,27-09-2022,29-06-2023,Australia,31,Male,Smart TV,1 Month,Basic in Australia,"Basic , Australia","Basic , Australia",Basic ,1,S,a,Sma,9
495,Basic,13,30-09-2022,27-06-2023,Germany,39,Male,Smartphone,1 Month,Basic in Germany,"Basic , Germany","Basic , Germany",Basic ,5,S,y,Sma,7
496,Basic,10,30-10-2022,30-06-2023,France,51,Female,Laptop,1 Month,Basic in France,"Basic , France","Basic , France",Basic ,3,L,e,Lap,6
497,Basic,11,09-11-2022,29-06-2023,Brazil,44,Male,Smartphone,1 Month,Basic in Brazil,"Basic , Brazil","Basic , Brazil",Basic ,3,S,l,Sma,6
498,Basic,11,17-11-2022,28-06-2023,Mexico,41,Female,Smartphone,1 Month,Basic in Mexico,"Basic , Mexico","Basic , Mexico",Basic ,#VALUE!,S,o,Sma,6
499,Basic,10,18-11-2022,26-06-2023,Spain,28,Female,Laptop,1 Month,Basic in Spain,"Basic , Spain","Basic , Spain",Basic ,3,L,n,Lap,5
500,Basic,15,22-11-2022,30-06-2023,Italy,38,Male,Laptop,1 Month,Basic in Italy,"Basic , Italy","Basic , Italy",Basic ,3,L,y,Lap,5
501,Basic,14,22-11-2022,28-06-2023,Spain,43,Male,Smartphone,1 Month,Basic in Spain,"Basic , Spain","Basic , Spain",Basic ,3,S,n,Sma,5
502,Basic,13,21-11-2022,30-06-2023,Spain,38,Male,Smartphone,1 Month,Basic in Spain,"Basic , Spain","Basic , Spain",Basic ,3,S,n,Sma,5
503,Basic,14,10-11-2022,26-06-2023,United States,30,Male,Tablet,1 Month,Basic in United States,"Basic , United States","Basic , United States",Basic ,10,T,s,Tab,13
504,Basic,12,21-10-2022,29-06-2023,Canada,32,Female,Laptop,1 Month,Basic in Canada,"Basic , Canada","Basic , Canada",Basic ,2,L,a,Lap,6
505,Basic,11,21-10-2022,28-06-2023,United States,35,Male,Smartphone,1 Month,Basic in United States,"Basic , United States","Basic , United States",Basic ,10,S,s,Sma,13
506,Basic,14,23-10-2022,29-06-2023,United States,27,Male,Smart TV,1 Month,Basic in United States,"Basic , United States","Basic , United States",Basic ,10,S,s,Sma,13
507,Basic,15,24-10-2022,26-06-2023,Canada,49,Female,Tablet,1 Month,Basic in Canada,"Basic , Canada","Basic , Canada",Basic ,2,T,a,Tab,6
508,Basic,12,23-10-2022,28-06-2023,United Kingdom,42,Female,Tablet,1 Month,Basic in United Kingdom,"Basic , United Kingdom","Basic , United Kingdom",Basic ,#VALUE!,T,m,Tab,14
509,Basic,10,21-10-2022,28-06-2023,Australia,40,Male,Smartphone,1 Month,Basic in Australia,"Basic , Australia","Basic , Australia",Basic ,1,S,a,Sma,9
510,Basic,15,06-10-2022,29-06-2023,Germany,43,Female,Tablet,1 Month,Basic in Germany,"Basic , Germany","Basic , Germany",Basic ,5,T,y,Tab,7
511,Basic,11,26-07-2022,28-06-2023,France,44,Female,Smart TV,1 Month,Basic in France,"Basic , France","Basic , France",Basic ,3,S,e,Sma,6
512,Basic,15,13-07-2022,28-06-2023,Brazil,32,Male,Tablet,1 Month,Basic in Brazil,"Basic , Brazil","Basic , Brazil",Basic ,3,T,l,Tab,6
513,Basic,10,06-07-2022,28-06-2023,Mexico,50,Male,Tablet,1 Month,Basic in Mexico,"Basic , Mexico","Basic , Mexico",Basic ,#VALUE!,T,o,Tab,6
514,Basic,14,07-07-2022,28-06-2023,Spain,35,Male,Tablet,1 Month,Basic in Spain,"Basic , Spain","Basic , Spain",Basic ,3,T,n,Tab,5
515,Basic,15,01-07-2022,29-06-2023,Italy,44,Female,Laptop,1 Month,Basic in Italy,"Basic , Italy","Basic , Italy",Basic ,3,L,y,Lap,5
516,Basic,14,31-07-2022,28-06-2023,Spain,42,Female,Smart TV,1 Month,Basic in Spain,"Basic , Spain","Basic , Spain",Basic ,3,S,n,Sma,5
517,Basic,12,06-08-2022,28-06-2023,Spain,34,Female,Smart TV,1 Month,Basic in Spain,"Basic , Spain","Basic , Spain",Basic ,3,S,n,Sma,5
518,Basic,15,07-08-2022,27-06-2023,United States,37,Female,Tablet,1 Month,Basic in United States,"Basic , United States","Basic , United States",Basic ,10,T,s,Tab,13
519,Basic,10,06-08-2022,28-06-2023,Canada,43,Male,Smartphone,1 Month,Basic in Canada,"Basic , Canada","Basic , Canada",Basic ,2,S,a,Sma,6
520,Basic,13,03-08-2022,28-06-2023,United States,32,Male,Smart TV,1 Month,Basic in United States,"Basic , United States","Basic , United States",Basic ,10,S,s,Sma,13
521,Basic,15,18-06-2022,28-06-2023,United States,33,Female,Smart TV,1 Month,Basic in United States,"Basic , United States","Basic , United States",Basic ,10,S,s,Sma,13
522,Basic,14,17-06-2022,27-06-2023,Canada,32,Female,Tablet,1 Month,Basic in Canada,"Basic , Canada","Basic , Canada",Basic ,2,T,a,Tab,6
523,Basic,13,07-06-2022,29-06-2023,United Kingdom,41,Male,Smartphone,1 Month,Basic in United Kingdom,"Basic , United Kingdom","Basic , United Kingdom",Basic ,#VALUE!,S,m,Sma,14
524,Basic,15,06-06-2022,28-06-2023,Australia,31,Male,Tablet,1 Month,Basic in Australia,"Basic , Australia","Basic , Australia",Basic ,1,T,a,Tab,9
525,Basic,14,04-06-2022,27-06-2023,Germany,44,Male,Tablet,1 Month,Basic in Germany,"Basic , Germany","Basic , Germany",Basic ,5,T,y,Tab,7
526,Basic,11,20-06-2022,28-06-2023,France,49,Male,Laptop,1 Month,Basic in France,"Basic , France","Basic , France",Basic ,3,L,e,Lap,6
527,Basic,10,10-07-2022,28-06-2023,Brazil,48,Female,Tablet,1 Month,Basic in Brazil,"Basic , Brazil","Basic , Brazil",Basic ,3,T,l,Tab,6
528,Basic,13,13-07-2022,29-06-2023,Mexico,42,Female,Smartphone,1 Month,Basic in Mexico,"Basic , Mexico","Basic , Mexico",Basic ,#VALUE!,S,o,Sma,6
